Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Marc Cucurella,es ESP,DF,27,6,5,446.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,8.0,19.0,18.0,0.0,0.2,0.2,0.0,0.2,0.05,0.16,0.21,0.05,0.21,Matches,Chelsea
Estêvão Willian,br BRA,FW,18,5,4,248.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.9,2.1,9.0,3.0,24.0,0.0,0.36,0.36,0.0,0.36,0.43,0.32,0.75,0.43,0.75,Matches,Chelsea
Tosin Adarabioyo,eng ENG,DF,28,4,3,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Chelsea
Reece James,eng ENG,DF,25,6,3,335.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.2,8.0,17.0,16.0,0.0,0.27,0.27,0.0,0.27,0.03,0.3,0.33,0.03,0.33,Matches,Chelsea
Malo Gusto,fr FRA,"DF,FW",22,5,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Chelsea
Jamie Gittens,eng ENG,FW,21,4,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.15,0.07,0.15,Matches,Chelsea
Jorrel Hato,nl NED,DF,19,3,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
Cole Palmer,eng ENG,MF,23,3,2,145.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,9.0,11.0,14.0,0.62,0.0,0.62,0.62,0.62,0.5,0.01,0.51,0.5,0.51,Matches,Chelsea
Wesley Fofana,fr FRA,DF,24,3,2,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
Liam Delap,eng ENG,FW,22,3,2,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Chelsea
Andrey Santos,br BRA,MF,21,5,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,4.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,Matches,Chelsea
Joshua Acheampong,eng ENG,DF,19,2,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Chelsea
Facundo Buonanotte,ar ARG,MF,20,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Matches,Chelsea
Tyrique George,eng ENG,FW,19,3,0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Chelsea
Filip Jørgensen,dk DEN,GK,23,1,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
Benoît Badiashile,fr FRA,DF,24,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
Alejandro Garnacho,ar ARG,FW,21,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,Matches,Chelsea
Roméo Lavia,be BEL,MF,21,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
Dario Essugo,pt POR,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Marc Guiu,es ESP,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Gaga Slonina,us USA,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Squad Total,,,24,6,66,540.0,6.0,11.0,7.0,18.0,10.0,1.0,1.0,15.0,2.0,9.9,9.1,6.7,15.8,114.0,240.0,239.0,1.83,1.17,3.0,1.67,2.83,1.65,1.11,2.76,1.52,2.63,,Chelsea
Opponent Total,,,26,6,66,540.0,6.0,8.0,8.0,16.0,8.0,0.0,0.0,15.0,1.0,7.8,7.8,6.7,14.5,81.0,173.0,170.0,1.33,1.33,2.67,1.33,2.67,1.29,1.12,2.41,1.29,2.41,,Chelsea
Kiernan Dewsbury-Hall,eng ENG,MF,27,6,6,540.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,1.8,2.2,10.0,34.0,24.0,0.17,0.17,0.33,0.17,0.33,0.07,0.3,0.37,0.07,0.37,Matches,Everton
James Garner,eng ENG,"DF,MF",24,6,6,540.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.2,4.0,34.0,11.0,0.17,0.17,0.33,0.17,0.33,0.07,0.12,0.2,0.07,0.2,Matches,Everton
Michael Keane,eng ENG,DF,32,6,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.0,13.0,1.0,0.17,0.0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12,Matches,Everton
Jake O'Brien,ie IRL,DF,24,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,7.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Everton
Jordan Pickford,eng ENG,GK,31,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
James Tarkowski,eng ENG,DF,32,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,Everton
Idrissa Gana Gueye,sn SEN,MF,36,6,6,525.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.9,2.0,30.0,9.0,0.17,0.0,0.17,0.17,0.17,0.13,0.02,0.15,0.13,0.15,Matches,Everton
Iliman Ndiaye,sn SEN,FW,25,6,6,497.0,5.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.8,2.2,15.0,10.0,27.0,0.36,0.18,0.54,0.36,0.54,0.25,0.15,0.4,0.25,0.4,Matches,Everton
Jack Grealish,eng ENG,FW,30,6,5,466.0,5.2,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.4,2.8,42.0,24.0,60.0,0.0,0.77,0.77,0.0,0.77,0.08,0.46,0.55,0.08,0.55,Matches,Everton
Beto,gw GNB,FW,27,6,5,379.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,0.2,2.3,1.0,2.0,17.0,0.24,0.0,0.24,0.24,0.24,0.51,0.04,0.55,0.51,0.55,Matches,Everton
Vitaliy Mykolenko,ua UKR,DF,26,3,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Everton
Tim Iroegbunam,eng ENG,MF,22,4,3,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Everton
Thierno Barry,fr FRA,FW,22,6,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,Everton
Carlos Alcaraz,ar ARG,"FW,MF",22,4,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Everton
Merlin Röhl,de GER,MF,23,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26,0.36,0.1,0.36,Matches,Everton
Dwight McNeil,eng ENG,FW,25,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,0.64,1.74,1.1,1.74,Matches,Everton
Tyler Dibling,eng ENG,FW,19,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Harrison Armstrong,eng ENG,FW,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Séamus Coleman,ie IRL,FW,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Adam Aznou,ma MAR,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Elijah Campbell,eng ENG,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Youssef Chermiti,pt POR,FW,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Tyler Onyango,eng ENG,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Nathan Patterson,sct SCO,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Mark Travers,ie IRL,GK,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Harry Tyrer,eng ENG,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Squad Total,,,28,6,66,540.0,6.0,7.0,7.0,14.0,7.0,0.0,0.0,16.0,0.0,7.7,7.7,6.7,14.4,93.0,210.0,207.0,1.17,1.17,2.33,1.17,2.33,1.28,1.11,2.39,1.28,2.39,,Everton
Opponent Total,,,26,6,66,540.0,6.0,6.0,4.0,10.0,5.0,1.0,2.0,12.0,0.0,8.0,6.6,4.9,11.5,83.0,225.0,224.0,1.0,0.67,1.67,0.83,1.5,1.34,0.81,2.15,1.1,1.91,,Everton
Lewis Dunk,eng ENG,DF,33,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,25,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,11.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Brighton-and-Hove-Albion
Bart Verbruggen,nl NED,GK,23,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,FW,28,6,6,508.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.1,1.8,13.0,13.0,37.0,0.18,0.18,0.35,0.18,0.35,0.13,0.19,0.32,0.13,0.32,Matches,Brighton-and-Hove-Albion
Yankuba Minteh,gm GAM,FW,21,6,6,501.0,5.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.8,3.4,30.0,5.0,46.0,0.18,0.36,0.54,0.18,0.54,0.29,0.33,0.61,0.29,0.61,Matches,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,21,6,5,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,Brighton-and-Hove-Albion
Yasin Ayari,se SWE,MF,21,6,4,454.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,2.0,19.0,8.0,0.2,0.0,0.2,0.2,0.2,0.09,0.03,0.11,0.09,0.11,Matches,Brighton-and-Hove-Albion
Joël Veltman,nl NED,DF,33,4,4,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Brighton-and-Hove-Albion
Georginio Rutter,fr FRA,"FW,MF",23,5,4,322.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.4,7.0,11.0,14.0,0.0,0.28,0.28,0.0,0.28,0.04,0.34,0.38,0.04,0.38,Matches,Brighton-and-Hove-Albion
Maxim De Cuyper,be BEL,DF,24,5,4,275.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,1.0,11.0,9.0,0.33,0.0,0.33,0.33,0.33,0.21,0.02,0.23,0.21,0.23,Matches,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,FW,34,6,3,278.0,3.1,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.5,1.7,0.1,1.7,1.0,1.0,5.0,0.65,0.0,0.65,0.65,0.65,0.79,0.02,0.81,0.54,0.56,Matches,Brighton-and-Hove-Albion
Ferdi Kadioglu,tr TUR,"DF,FW",25,5,2,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.4,6.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Brighton-and-Hove-Albion
Diego Gómez,py PAR,MF,22,5,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.6,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.21,0.05,0.21,Matches,Brighton-and-Hove-Albion
Mats Wieffer,nl NED,DF,25,4,2,216.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.7,2.0,14.0,8.0,0.0,0.42,0.42,0.0,0.42,0.01,0.27,0.27,0.01,0.27,Matches,Brighton-and-Hove-Albion
Matt O'Riley,dk DEN,MF,24,2,2,177.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.2,0.6,0.0,5.0,11.0,0.51,0.0,0.51,0.0,0.0,0.61,0.1,0.72,0.21,0.32,Matches,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,MF,20,3,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Brajan Gruda,de GER,MF,21,6,1,154.0,1.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.7,5.0,3.0,11.0,0.58,0.58,1.17,0.58,1.17,0.73,0.25,0.98,0.73,0.98,Matches,Brighton-and-Hove-Albion
James Milner,eng ENG,MF,39,4,1,127.0,1.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,2.0,5.0,2.0,0.71,0.0,0.71,0.0,0.0,0.56,0.03,0.59,0.0,0.03,Matches,Brighton-and-Hove-Albion
Stefanos Tzimas,gr GRE,"FW,MF",19,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.84,0.09,0.94,0.84,0.94,Matches,Brighton-and-Hove-Albion
Diego Coppola,it ITA,DF,21,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Olivier Boscagli,fr FRA,DF,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Jason Steele,eng ENG,GK,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Tom Watson,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Squad Total,,,26,6,66,540.0,6.0,9.0,6.0,15.0,7.0,2.0,3.0,18.0,0.0,10.3,8.0,6.7,14.7,93.0,178.0,176.0,1.5,1.0,2.5,1.17,2.17,1.71,1.12,2.83,1.33,2.46,,Brighton-and-Hove-Albion
Opponent Total,,,26,6,66,540.0,6.0,8.0,5.0,13.0,7.0,1.0,1.0,18.0,1.0,8.5,7.7,5.7,13.5,110.0,212.0,212.0,1.33,0.83,2.17,1.17,2.0,1.42,0.95,2.38,1.29,2.24,,Brighton-and-Hove-Albion
Joachim Andersen,dk DEN,DF,29,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,7.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.19,0.07,0.19,Matches,Fulham
Calvin Bassey,ng NGA,DF,25,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,10.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Fulham
Bernd Leno,de GER,GK,33,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Saša Lukić,rs SRB,MF,29,6,6,535.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,12.0,18.0,18.0,0.0,0.17,0.17,0.0,0.17,0.16,0.18,0.34,0.16,0.34,Matches,Fulham
Sander Berge,no NOR,MF,27,6,6,508.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,6.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,Fulham
Alex Iwobi,ng NGA,FW,29,6,6,456.0,5.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,1.6,24.0,33.0,27.0,0.2,0.39,0.59,0.2,0.59,0.06,0.25,0.31,0.06,0.31,Matches,Fulham
Joshua King,eng ENG,MF,18,6,6,401.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.9,11.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.19,0.16,0.19,Matches,Fulham
Kenny Tete,nl NED,DF,29,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,7.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Fulham
Ryan Sessegnon,eng ENG,DF,25,5,5,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,9.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.17,0.01,0.17,Matches,Fulham
Harry Wilson,wls WAL,FW,28,6,4,373.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,5.0,9.0,28.0,0.24,0.0,0.24,0.24,0.24,0.16,0.03,0.19,0.16,0.19,Matches,Fulham
Rodrigo Muniz,br BRA,FW,24,5,4,316.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,0.0,2.0,7.0,0.28,0.28,0.57,0.28,0.57,0.27,0.08,0.34,0.27,0.34,Matches,Fulham
Timothy Castagne,be BEL,"FW,DF",29,4,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,Matches,Fulham
Raúl Jiménez,mx MEX,FW,34,6,2,144.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,3.0,5.0,0.62,0.0,0.62,0.62,0.62,0.28,0.0,0.28,0.28,0.28,Matches,Fulham
Jorge Cuenca,es ESP,DF,25,2,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Adama Traoré,es ESP,FW,29,4,0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Matches,Fulham
Emile Smith Rowe,eng ENG,MF,25,6,0,126.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,2.0,7.0,9.0,0.71,0.0,0.71,0.71,0.71,0.56,0.02,0.58,0.56,0.58,Matches,Fulham
Kevin,br BRA,"FW,MF",22,3,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,4.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,Fulham
Antonee Robinson,us USA,DF,28,3,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Fulham
Tom Cairney,sct SCO,MF,34,3,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Samuel Chukwueze,ng NGA,FW,26,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.47,1.47,1.47,Matches,Fulham
Issa Diop,fr FRA,DF,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Benjamin Lecomte,fr FRA,GK,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Andreas Pereira,br BRA,MF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Harrison Reed,eng ENG,MF,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Squad Total,,,28,6,66,540.0,6.0,5.0,4.0,9.0,5.0,0.0,0.0,15.0,0.0,6.4,6.4,5.2,11.6,112.0,214.0,210.0,0.83,0.67,1.5,0.83,1.5,1.06,0.87,1.93,1.06,1.93,,Fulham
Opponent Total,,,26,6,66,540.0,6.0,7.0,4.0,11.0,5.0,2.0,3.0,10.0,0.0,7.7,5.4,4.2,9.5,93.0,203.0,202.0,1.17,0.67,1.83,0.83,1.5,1.29,0.7,1.98,0.89,1.59,,Fulham
Joe Rodon,wls WAL,DF,27,6,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,19.0,0.0,0.17,0.0,0.17,0.17,0.17,0.05,0.0,0.05,0.05,0.05,Matches,Leeds-United
Anton Stach,de GER,MF,26,6,6,540.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.6,11.0,31.0,16.0,0.17,0.17,0.33,0.17,0.33,0.1,0.16,0.26,0.1,0.26,Matches,Leeds-United
Pascal Struijk,nl NED,DF,26,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Leeds-United
Gabriel Gudmundsson,se SWE,DF,26,6,6,529.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,15.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Leeds-United
