Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
John McGinn,sct SCO,"MF,FW",30,6,6,480.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,9.0,24.0,15.0,0.19,0.0,0.19,0.19,0.19,0.1,0.14,0.24,0.1,0.24,Matches,Aston-Villa
Ezri Konsa,eng ENG,DF,27,5,5,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Aston-Villa
Lucas Digne,fr FRA,DF,32,6,5,398.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,5.0,10.0,33.0,0.0,0.23,0.23,0.0,0.23,0.03,0.06,0.09,0.03,0.09,Matches,Aston-Villa
Emiliano Martínez,ar ARG,GK,33,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Youri Tielemans,be BEL,MF,28,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Aston-Villa
Evann Guessand,ci CIV,FW,24,5,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,8.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Aston-Villa
Boubacar Kamara,fr FRA,"MF,DF",25,4,3,205.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,2.0,23.0,0.0,0.0,0.44,0.44,0.0,0.44,0.02,0.03,0.05,0.02,0.05,Matches,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",28,5,2,276.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,10.0,19.0,13.0,0.33,0.33,0.65,0.33,0.65,0.22,0.13,0.35,0.22,0.35,Matches,Aston-Villa
Lamare Bogarde,nl NED,MF,21,5,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Aston-Villa
Marco Bizot,nl NED,GK,34,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Amadou Onana,be BEL,MF,24,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Aston-Villa
Pau Torres,es ESP,DF,28,3,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Aston-Villa
Donyell Malen,nl NED,"FW,MF",26,6,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.29,0.23,0.29,Matches,Aston-Villa
Ian Maatsen,nl NED,DF,23,3,1,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,6.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches,Aston-Villa
Harvey Elliott,eng ENG,"MF,FW",22,3,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Aston-Villa
Victor Lindelöf,se SWE,MF,31,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Bradley Paul Burrowes,eng ENG,DF,17,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Jadon Sancho,eng ENG,FW,25,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Aston-Villa
Samuel Iling-Junior,eng ENG,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Travis Patterson,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Sam Proctor,eng ENG,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Triston Rowe,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
James Wright,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Squad Total,,,28,6,66,540.0,6.0,4.0,4.0,8.0,4.0,0.0,0.0,10.0,1.0,4.8,4.8,3.7,8.6,98.0,250.0,246.0,0.67,0.67,1.33,0.67,1.33,0.8,0.62,1.43,0.8,1.43,,Aston-Villa
Opponent Total,,,27,6,66,540.0,6.0,6.0,3.0,9.0,5.0,1.0,1.0,14.0,1.0,9.3,8.6,7.1,15.6,97.0,173.0,172.0,1.0,0.5,1.5,0.83,1.33,1.56,1.18,2.73,1.43,2.6,,Aston-Villa
Elliot Anderson,eng ENG,MF,22,6,6,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.3,1.9,11.0,58.0,20.0,0.0,0.17,0.17,0.0,0.17,0.1,0.21,0.31,0.1,0.31,Matches,Nottingham-Forest
Nikola Milenković,rs SRB,DF,27,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Nottingham-Forest
Matz Sels,be BEL,GK,33,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Neco Williams,wls WAL,DF,24,6,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.6,13.0,35.0,38.0,0.17,0.0,0.17,0.17,0.17,0.03,0.08,0.11,0.03,0.11,Matches,Nottingham-Forest
Chris Wood,nz NZL,FW,33,6,6,460.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,0.2,2.9,0.0,6.0,15.0,0.39,0.0,0.39,0.39,0.39,0.53,0.03,0.56,0.53,0.56,Matches,Nottingham-Forest
Dan Ndoye,ch SUI,FW,24,6,6,429.0,4.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,28.0,8.0,51.0,0.21,0.21,0.42,0.21,0.42,0.03,0.11,0.14,0.03,0.14,Matches,Nottingham-Forest
Morgan Gibbs-White,eng ENG,MF,25,6,5,461.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.2,17.0,41.0,47.0,0.0,0.2,0.2,0.0,0.2,0.17,0.07,0.24,0.17,0.24,Matches,Nottingham-Forest
Callum Hudson-Odoi,eng ENG,FW,24,6,4,371.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,21.0,16.0,54.0,0.24,0.0,0.24,0.24,0.24,0.09,0.16,0.26,0.09,0.26,Matches,Nottingham-Forest
Ibrahim Sangaré,ci CIV,MF,27,5,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Murillo,br BRA,DF,23,4,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Ola Aina,ng NGA,DF,28,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Nottingham-Forest
Morato,br BRA,DF,24,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Oleksandr Zinchenko,ua UKR,DF,28,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Nottingham-Forest
Dilane Bakwa,fr FRA,FW,23,3,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,4.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.26,0.08,0.26,Matches,Nottingham-Forest
James Mcatee,eng ENG,"MF,FW",22,4,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.26,0.01,0.26,Matches,Nottingham-Forest
Douglas Luiz,br BRA,MF,27,1,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Nottingham-Forest
Nicolás Domínguez,ar ARG,MF,27,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Igor Jesus,br BRA,"FW,MF",24,5,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.39,0.34,0.39,Matches,Nottingham-Forest
Arnaud Kalimuendo,fr FRA,FW,23,5,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.46,0.02,0.47,0.46,0.47,Matches,Nottingham-Forest
Nicolò Savona,it ITA,DF,22,1,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Nottingham-Forest
Omari Hutchinson,eng ENG,"FW,MF",21,3,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.25,1.8,3.06,1.25,3.06,Matches,Nottingham-Forest
Ryan Yates,eng ENG,MF,27,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Jota Silva,pt POR,FW,26,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Zach Abbott,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Taiwo Awoniyi,ng NGA,FW,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Willy Boly,ci CIV,DF,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Jair Cunha,br BRA,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Angus Gunn,sct SCO,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
John,br BRA,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Squad Total,,,26,6,66,540.0,6.0,5.0,3.0,8.0,5.0,0.0,0.0,10.0,0.0,6.3,6.3,5.3,11.6,128.0,300.0,297.0,0.83,0.5,1.33,0.83,1.33,1.05,0.88,1.93,1.05,1.93,,Nottingham-Forest
Opponent Total,,,26,6,66,540.0,6.0,10.0,7.0,17.0,8.0,2.0,2.0,9.0,0.0,9.3,7.7,6.6,14.4,103.0,185.0,180.0,1.67,1.17,2.83,1.33,2.5,1.54,1.11,2.65,1.29,2.4,,Nottingham-Forest
Martin Dúbravka,sk SVK,GK,36,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Kyle Walker,eng ENG,DF,35,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Burnley
Quilindschy Hartman,nl NED,DF,23,6,6,537.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.5,1.0,14.0,16.0,0.0,0.17,0.17,0.0,0.17,0.02,0.06,0.08,0.02,0.08,Matches,Burnley
Hjalmar Ekdal,se SWE,DF,26,6,6,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Burnley
Maxime Estève,fr FRA,DF,23,6,6,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25,6,6,529.0,5.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.1,2.1,0.3,2.4,14.0,11.0,29.0,0.68,0.17,0.85,0.68,0.85,0.35,0.06,0.41,0.35,0.41,Matches,Burnley
Josh Cullen,ie IRL,MF,29,6,6,500.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,2.0,31.0,2.0,0.18,0.18,0.36,0.18,0.36,0.01,0.14,0.15,0.01,0.15,Matches,Burnley
Lyle Foster,za RSA,FW,25,6,6,497.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.6,1.6,6.0,5.0,30.0,0.18,0.18,0.36,0.18,0.36,0.17,0.12,0.29,0.17,0.29,Matches,Burnley
Josh Laurent,eng ENG,"DF,MF",30,6,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Burnley
Lesley Ugochukwu,fr FRA,MF,21,5,3,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Burnley
Loum Tchaouna,fr FRA,MF,22,6,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,4.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,Burnley
Hannibal Mejbri,tn TUN,MF,22,6,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.5,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,Burnley
Florentino Luís,pt POR,MF,26,3,2,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",27,4,2,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,4.0,14.0,0.0,0.44,0.44,0.0,0.44,0.03,0.27,0.29,0.03,0.29,Matches,Burnley
Oliver Sonne,pe PER,"DF,FW",24,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley
Zian Flemming,nl NED,FW,27,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.56,0.26,0.83,0.56,0.83,Matches,Burnley
Joe Worrall,eng ENG,DF,28,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Armando Broja,al ALB,FW,24,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Marcus Edwards,eng ENG,FW,26,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Bashir Humphreys,eng ENG,DF,22,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Ashley Barnes,eng ENG,"FW,MF",35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Lucas,br BRA,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Aaron Ramsey,eng ENG,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Max Weiß,de GER,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Squad Total,,,27,6,66,540.0,6.0,6.0,5.0,11.0,6.0,0.0,0.0,11.0,1.0,4.5,4.5,3.7,8.2,46.0,138.0,135.0,1.0,0.83,1.83,1.0,1.83,0.75,0.61,1.36,0.75,1.36,,Burnley
Opponent Total,,,25,6,66,540.0,6.0,10.0,6.0,16.0,8.0,2.0,2.0,6.0,0.0,12.3,10.7,8.5,19.2,194.0,316.0,314.0,1.67,1.0,2.67,1.33,2.33,2.04,1.41,3.46,1.79,3.21,,Burnley
Jarrod Bowen,eng ENG,"FW,MF",28,6,6,540.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.8,0.8,0.9,1.7,21.0,13.0,47.0,0.5,0.0,0.5,0.5,0.5,0.14,0.14,0.28,0.14,0.28,Matches,West-Ham-United
El Hadji Malick Diouf,sn SEN,DF,20,6,6,540.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,11.0,18.0,30.0,0.0,0.5,0.5,0.0,0.5,0.03,0.12,0.15,0.03,0.15,Matches,West-Ham-United
Max Kilman,eng ENG,DF,28,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.09,0.07,0.09,Matches,West-Ham-United
Lucas Paquetá,br BRA,"MF,FW",28,6,6,516.0,5.7,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,0.7,0.4,1.1,3.0,43.0,24.0,0.35,0.0,0.35,0.17,0.17,0.26,0.07,0.33,0.13,0.2,Matches,West-Ham-United
James Ward-Prowse,eng ENG,MF,30,5,5,413.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,1.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,Matches,West-Ham-United
Kyle Walker-Peters,eng ENG,DF,28,5,4,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,12.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,West-Ham-United
Mads Hermansen,dk DEN,GK,25,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Konstantinos Mavropanos,gr GRE,DF,27,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,West-Ham-United
Niclas Füllkrug,de GER,FW,32,5,4,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,1.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.3,0.15,0.3,Matches,West-Ham-United
Mateus Fernandes,pt POR,"MF,FW",21,4,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,5.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.19,0.03,0.19,Matches,West-Ham-United
Tomáš Souček,cz CZE,MF,30,4,3,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,West-Ham-United
Crysencio Summerville,nl NED,"FW,MF",23,4,3,222.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,8.0,7.0,20.0,0.0,0.41,0.41,0.0,0.41,0.2,0.06,0.27,0.2,0.27,Matches,West-Ham-United
Nayef Aguerd,ma MAR,DF,29,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,West-Ham-United
Alphonse Areola,fr FRA,GK,32,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Aaron Wan-Bissaka,cd COD,DF,27,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,West-Ham-United
Jean-Clair Todibo,fr FRA,DF,25,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Callum Wilson,eng ENG,FW,33,5,1,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,2.0,1.0,9.0,0.52,0.0,0.52,0.52,0.52,0.57,0.02,0.59,0.57,0.59,Matches,West-Ham-United
Soungoutou Magassa,fr FRA,MF,21,3,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Guido Rodríguez,ar ARG,MF,31,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United
Freddie Potts,eng ENG,MF,22,2,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Luis Guilherme,br BRA,"FW,MF",19,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,West-Ham-United
Andy Irving,sct SCO,MF,25,4,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,West-Ham-United
